Region Type,Silhouette Score,Davies-Bouldin Index,Inter-cluster distance,Intra-cluster distance
ARID,0.6220161807510446,0.7699283490862772,2.3707341055788786,2.5180203408674453
HUMID,0.2894746177039906,1.3074997221853055,2.6066269414964687,2.2289840351615533
HYPER ARID,0.606974830757778,0.6394746070732564,2.5905526203903873,2.2666643685061247
SEMI ARID,0.481658624675277,1.1984183356885496,2.5464066367574922,2.529028531617039
