ID,YEAR,REGION_TYPE,AVERAGE,MAX,MIN,STD,MEDIAN
601910,2003,SEMI_ARID,19.71,45.01,0.01,9.51,"19.21
"
601910,2004,SEMI_ARID,18.90,45.01,0.51,9.19,"18.21
"
601910,2005,SEMI_ARID,19.42,45.01,0.01,9.44,"19.21
"
601910,2006,SEMI_ARID,19.54,44.51,0.01,9.39,"19.51
"
601910,2007,SEMI_ARID,18.20,43.61,0.61,8.42,"18.01
"
601910,2008,SEMI_ARID,18.81,43.31,0.11,8.86,"18.51
"
601910,2009,SEMI_ARID,19.75,45.01,0.11,8.99,"19.51
"
601910,2010,SEMI_ARID,19.85,45.01,1.01,8.22,"18.91
"
601910,2011,SEMI_ARID,19.37,45.61,0.01,9.34,"18.51
"
601910,2012,SEMI_ARID,21.10,46.01,0.01,10.00,"20.41
"
601910,2013,SEMI_ARID,20.81,44.81,0.11,9.32,"20.01
"
601910,2014,SEMI_ARID,21.41,42.71,1.21,8.77,"20.61
"
601910,2015,SEMI_ARID,21.94,43.41,1.01,9.77,"22.06
"
601910,2016,SEMI_ARID,26.03,46.01,2.01,9.21,"27.01
"
601910,2017,SEMI_ARID,23.20,46.01,0.01,9.46,"23.01
"
601910,2018,SEMI_ARID,20.23,45.01,0.01,8.45,"19.01
"
601910,2019,SEMI_ARID,21.09,44.01,0.01,8.67,"20.01
"
601910,2020,SEMI_ARID,22.43,44.01,0.01,9.01,"22.01
"
601910,2021,SEMI_ARID,22.02,47.12,0.01,9.13,"21.76
"
601910,2022,SEMI_ARID,22.87,45.01,0.31,9.22,"22.01
"
601910,2023,SEMI_ARID,24.15,47.01,0.01,9.32,24.01
