AVERAGE,MAX,MIN,STD,MEDIAN,CLUSTER,YEAR,MONTH,DAY
11.31,11.31,11.31,0.0,11.31,2,1943,1,18
12.96,20.21,6.91,4.65,12.46,2,1943,1,19
14.1,25.71,5.21,6.97,14.11,2,1943,1,20
10.61,15.21,8.01,1.83,10.21,2,1943,1,21
11.22,17.41,6.91,3.32,10.21,2,1943,1,22
11.36,19.61,4.11,5.05,11.01,2,1943,1,23
11.54,20.21,5.21,5.0,10.21,2,1943,1,24
12.02,21.31,4.61,5.63,10.76,2,1943,1,25
11.31,20.21,2.41,6.06,11.31,2,1943,1,26
12.83,21.81,4.61,5.84,11.91,2,1943,1,27
12.93,20.71,5.81,5.18,12.46,2,1943,1,28
12.67,20.21,5.81,4.86,13.51,2,1943,1,29
12.67,20.21,5.21,4.78,12.16,2,1943,1,30
12.9,21.81,5.21,5.74,12.96,2,1943,1,31
13.96,23.51,5.81,5.99,13.26,2,1943,2,1
13.33,23.01,6.31,5.28,11.56,2,1943,2,2
13.28,24.11,6.31,5.56,12.16,2,1943,2,3
10.87,16.91,5.81,3.55,10.71,2,1943,2,4
12.84,20.21,6.91,4.24,10.71,2,1943,2,5
12.88,21.81,5.21,5.59,11.31,2,1943,2,6
12.73,21.31,6.91,5.4,12.16,2,1943,2,7
11.9,19.61,6.31,4.27,11.61,2,1943,2,8
11.8,19.61,5.21,4.92,10.71,2,1943,2,9
11.98,21.81,4.61,5.73,11.31,2,1943,2,10
12.75,22.41,4.61,6.17,11.31,2,1943,2,11
13.69,22.41,6.31,5.56,12.41,2,1943,2,12
14.27,25.21,6.31,6.32,13.81,2,1943,2,13
14.53,21.81,8.01,5.01,14.06,2,1943,2,14
13.82,18.51,8.51,2.95,14.11,2,1943,2,15
13.28,20.21,8.51,3.68,12.16,2,1943,2,16
8.78,12.41,4.11,2.15,8.51,2,1943,2,17
4.49,8.01,1.31,2.03,4.61,2,1943,2,18
7.53,15.21,0.21,5.32,7.71,2,1943,2,19
11.26,18.51,5.81,4.3,11.86,2,1943,2,20
11.58,17.41,8.01,2.97,11.01,2,1943,2,21
12.72,20.21,5.81,4.43,13.26,2,1943,2,22
13.14,20.21,6.31,4.81,12.46,2,1943,2,23
13.01,21.31,5.81,4.93,12.16,2,1943,2,24
12.0,18.01,8.51,3.02,11.31,2,1943,2,25
11.09,18.01,4.61,4.26,10.46,2,1943,2,26
10.19,17.41,3.01,4.67,10.21,2,1943,2,27
11.97,19.61,4.61,4.86,12.46,2,1943,2,28
16.17,25.71,9.11,5.48,15.76,2,1943,3,1
19.81,24.61,15.21,3.12,19.66,2,1943,3,2
16.08,20.71,11.91,2.39,15.71,2,1943,3,3
15.06,22.41,7.41,4.77,15.21,2,1943,3,4
15.65,25.71,6.91,6.11,14.06,2,1943,3,5
16.42,25.71,8.51,5.64,16.61,2,1943,3,6
17.64,22.41,14.11,2.88,16.91,2,1943,3,7
15.01,21.31,11.91,3.03,13.51,2,1943,3,8
14.94,21.31,11.31,2.99,13.81,2,1943,3,9
13.32,16.91,10.21,2.28,12.41,2,1943,3,10
12.39,18.01,9.61,2.96,11.01,2,1943,3,11
13.14,18.51,7.41,3.48,13.26,2,1943,3,12
12.83,18.01,8.51,3.01,12.71,2,1943,3,13
13.69,19.61,8.01,3.2,13.01,2,1943,3,14
13.04,20.21,8.51,3.7,11.31,2,1943,3,15
12.28,16.31,8.51,2.6,12.16,2,1943,3,16
11.2,15.71,8.01,2.16,11.01,2,1943,3,17
11.66,18.51,6.91,3.71,10.46,2,1943,3,18
15.2,26.31,6.91,6.37,13.81,2,1943,3,19
12.56,16.91,8.51,2.44,12.41,2,1943,3,20
12.52,20.21,0.21,5.28,13.27,2,1943,3,21
14.58,19.11,10.21,2.91,14.36,2,1943,3,22
15.68,24.61,8.51,5.39,15.16,2,1943,3,23
14.66,21.31,10.21,3.09,13.51,2,1943,3,24
13.68,18.51,10.71,2.62,12.41,2,1943,3,25
11.4,15.71,8.51,2.03,10.71,2,1943,3,26
13.44,18.51,9.61,3.01,13.26,2,1943,3,27
13.12,19.11,8.01,3.57,11.61,2,1943,3,28
14.52,21.31,8.51,4.45,14.36,2,1943,3,29
14.85,23.01,8.51,4.81,14.91,2,1943,3,30
17.04,25.71,9.11,5.73,16.31,2,1943,3,31
18.55,29.11,8.51,6.78,18.01,2,1943,4,1
19.62,29.61,9.61,6.69,19.91,2,1943,4,2
20.03,29.11,11.31,5.9,19.91,2,1943,4,3
19.16,27.41,11.91,5.02,18.26,2,1943,4,4
17.27,25.71,10.21,4.95,16.31,2,1943,4,5
20.55,30.21,11.31,7.0,20.21,2,1943,4,6
21.64,31.31,12.41,6.44,21.86,1,1943,4,7
20.81,29.61,11.91,6.05,20.46,2,1943,4,8
19.59,26.81,11.31,5.13,19.91,2,1943,4,9
21.29,30.21,13.01,5.62,21.26,2,1943,4,10
20.77,29.61,13.51,4.9,20.46,2,1943,4,11
19.91,28.51,12.41,4.91,18.81,2,1943,4,12
20.07,29.11,11.31,6.12,20.21,2,1943,4,13
15.17,20.71,11.31,2.49,14.91,2,1943,4,14
16.68,24.61,12.41,3.98,15.21,2,1943,4,15
16.33,24.11,9.11,4.72,16.86,2,1943,4,16
18.54,28.01,10.21,5.81,18.01,2,1943,4,17
19.64,27.41,13.01,4.73,18.81,2,1943,4,18
17.76,24.61,11.91,3.74,17.16,2,1943,4,19
16.12,21.81,11.91,2.76,14.61,2,1943,4,20
16.37,21.81,10.21,3.93,16.86,2,1943,4,21
14.11,19.61,10.21,2.7,13.51,2,1943,4,22
15.43,21.31,11.31,3.41,14.91,2,1943,4,23
17.86,25.71,10.21,5.2,18.01,2,1943,4,24
20.03,28.01,11.31,5.57,19.91,2,1943,4,25
21.91,30.21,13.51,5.45,22.11,1,1943,4,26
21.45,29.61,15.21,5.07,19.06,2,1943,4,27
17.09,21.31,13.51,1.67,17.41,2,1943,4,28
17.49,25.71,11.91,4.4,18.01,2,1943,4,29
20.01,25.71,16.91,2.26,19.61,2,1943,4,30
17.02,20.71,14.61,1.62,16.91,2,1943,5,1
15.27,19.11,12.41,1.88,15.21,2,1943,5,2
16.62,21.81,13.51,2.44,16.91,2,1943,5,3
17.73,21.31,15.21,2.17,17.46,2,1943,5,4
18.73,24.61,14.61,3.27,17.71,2,1943,5,5
17.23,20.71,14.61,1.95,16.61,2,1943,5,6
16.5,21.31,13.01,3.09,15.76,2,1943,5,7
15.76,21.31,11.31,3.07,15.46,2,1943,5,8
18.66,28.01,11.91,5.52,17.96,2,1943,5,9
21.46,31.31,13.01,6.02,21.31,1,1943,5,10
25.13,36.31,15.71,6.53,25.21,1,1943,5,11
26.89,36.31,17.41,6.15,26.81,1,1943,5,12
26.6,34.61,19.11,5.03,27.11,1,1943,5,13
26.79,34.61,17.41,6.39,27.71,1,1943,5,14
26.51,35.71,19.11,5.64,25.21,1,1943,5,15
27.13,36.31,18.01,6.21,26.56,1,1943,5,16
25.24,31.81,18.51,4.3,24.91,1,1943,5,17
21.61,29.11,15.21,4.68,20.76,2,1943,5,18
19.35,27.41,13.51,4.38,18.56,2,1943,5,19
21.89,29.11,15.21,4.55,21.86,2,1943,5,20
21.41,26.81,16.91,3.32,20.46,2,1943,5,21
23.48,31.31,16.31,5.4,24.06,1,1943,5,22
26.69,35.71,17.41,6.02,26.81,1,1943,5,23
26.49,34.61,18.01,5.22,26.01,1,1943,5,24
27.96,37.41,17.41,6.31,27.71,1,1943,5,25
30.06,39.11,19.61,6.22,29.11,1,1943,5,26
26.88,35.71,18.01,5.8,28.01,1,1943,5,27
27.35,35.71,19.11,5.68,27.41,1,1943,5,28
27.89,35.71,20.71,4.63,26.56,1,1943,5,29
25.56,34.61,17.41,5.71,26.31,1,1943,5,30
26.62,34.61,19.11,4.99,25.21,1,1943,5,31
25.65,34.11,17.41,5.1,24.36,1,1943,6,1
26.62,36.31,18.51,6.19,26.26,1,1943,6,2
29.5,39.11,20.21,6.8,28.81,1,1943,6,3
30.39,39.11,21.81,5.89,29.06,1,1943,6,4
26.25,34.11,20.21,4.87,25.16,1,1943,6,5
24.68,34.11,16.31,6.41,24.91,1,1943,6,6
26.23,34.11,17.41,5.39,26.86,1,1943,6,7
25.11,31.81,19.61,3.3,24.91,1,1943,6,8
27.54,36.31,19.11,5.55,28.01,1,1943,6,9
28.93,37.41,20.71,5.64,28.21,1,1943,6,10
27.78,36.81,18.51,5.8,27.71,1,1943,6,11
28.68,38.51,20.21,5.99,28.56,1,1943,6,12
29.35,39.11,20.71,6.09,28.81,1,1943,6,13
28.53,39.61,20.21,6.35,26.81,1,1943,6,14
27.79,36.81,19.61,5.47,27.11,1,1943,6,15
28.91,37.91,19.61,5.84,28.26,1,1943,6,16
29.56,36.81,21.31,4.99,29.91,1,1943,6,17
28.91,36.31,20.21,4.91,28.81,1,1943,6,18
26.88,35.21,19.61,5.16,26.56,1,1943,6,19
25.18,32.41,18.51,4.58,24.91,1,1943,6,20
26.19,34.61,18.01,5.39,25.16,1,1943,6,21
28.9,37.91,20.71,6.36,29.11,1,1943,6,22
30.76,39.11,22.41,6.08,30.71,1,1943,6,23
31.36,40.21,22.41,5.54,31.01,1,1943,6,24
30.26,37.91,24.11,4.67,29.36,1,1943,6,25
28.29,37.41,21.31,5.04,27.11,1,1943,6,26
26.71,36.81,16.31,6.55,26.81,1,1943,6,27
29.77,37.91,20.21,6.03,30.71,1,1943,6,28
29.83,39.61,21.81,5.2,29.91,1,1943,6,29
30.72,39.11,24.61,5.25,29.06,1,1943,6,30
25.29,33.51,15.71,5.29,24.06,1,1943,7,1
25.03,31.31,18.51,4.02,24.36,1,1943,7,2
24.48,32.41,18.01,4.87,23.51,1,1943,7,3
25.39,32.41,19.11,4.18,24.36,1,1943,7,4
25.89,30.71,21.81,3.22,24.36,1,1943,7,5
25.97,32.91,20.21,4.13,24.61,1,1943,7,6
25.96,34.61,17.41,5.66,24.61,1,1943,7,7
26.27,35.21,19.11,5.15,24.91,1,1943,7,8
25.56,34.61,16.91,5.24,25.16,1,1943,7,9
26.8,36.31,18.51,5.63,26.56,1,1943,7,10
27.36,37.41,18.51,6.25,28.26,1,1943,7,11
31.07,39.61,23.51,5.79,31.26,1,1943,7,12
31.16,39.61,24.11,5.47,29.91,1,1943,7,13
29.65,38.51,21.31,5.33,28.56,1,1943,7,14
29.35,39.11,21.31,5.68,29.36,1,1943,7,15
29.92,37.91,21.81,5.44,29.66,1,1943,7,16
32.09,40.21,25.21,4.83,31.56,1,1943,7,17
28.82,36.81,21.31,4.92,28.01,1,1943,7,18
25.56,32.41,18.51,4.33,24.91,1,1943,7,19
26.73,34.61,19.61,4.91,26.56,1,1943,7,20
27.47,36.31,19.61,5.32,26.56,1,1943,7,21
27.56,35.71,19.61,5.28,27.41,1,1943,7,22
28.12,37.91,20.21,5.58,27.11,1,1943,7,23
26.91,35.21,19.61,5.02,25.46,1,1943,7,24
25.39,32.41,18.51,4.65,24.36,1,1943,7,25
24.38,31.31,18.01,4.28,23.26,1,1943,7,26
24.97,32.41,18.01,5.17,25.21,1,1943,7,27
26.53,35.21,19.61,5.13,25.16,1,1943,7,28
25.51,33.51,18.51,5.21,24.66,1,1943,7,29
27.06,36.31,19.11,5.68,26.01,1,1943,7,30
25.42,34.11,19.11,4.68,24.06,1,1943,7,31
25.04,32.41,15.71,4.62,24.06,1,1943,8,1
25.04,31.81,20.71,3.76,24.36,1,1943,8,2
26.05,35.21,19.11,5.66,26.01,1,1943,8,3
28.51,37.91,20.71,6.23,27.41,1,1943,8,4
28.08,31.81,23.51,2.73,28.56,1,1943,8,5
30.9,39.11,26.81,4.05,29.11,1,1943,8,6
31.04,38.51,25.21,4.42,30.21,1,1943,8,7
33.63,41.81,25.71,5.43,34.36,1,1943,8,8
35.59,43.51,28.01,5.23,34.91,1,1943,8,9
32.24,40.71,24.61,4.85,31.56,1,1943,8,10
29.23,38.51,21.31,5.6,29.66,1,1943,8,11
29.7,40.71,22.41,4.75,29.91,1,1943,8,12
33.19,41.31,26.31,5.26,30.21,1,1943,8,13
31.09,40.71,22.41,5.91,29.36,1,1943,8,14
32.22,42.91,23.51,5.98,31.56,1,1943,8,15
34.51,42.91,24.61,6.75,35.76,1,1943,8,16
34.05,42.41,26.31,4.98,31.86,1,1943,8,17
33.6,41.81,25.71,5.57,33.81,1,1943,8,18
29.36,36.81,23.51,3.75,28.51,1,1943,8,19
31.5,38.51,25.71,4.49,30.76,1,1943,8,20
29.74,37.91,24.11,4.59,28.26,1,1943,8,21
27.86,34.11,21.31,4.06,27.11,1,1943,8,22
28.15,36.31,21.81,4.87,27.96,1,1943,8,23
27.81,36.81,21.31,4.95,26.56,1,1943,8,24
28.23,37.41,20.21,5.53,27.16,1,1943,8,25
28.01,35.71,20.21,5.34,26.86,1,1943,8,26
29.24,39.11,21.31,5.94,28.01,1,1943,8,27
30.2,39.61,21.81,6.04,29.36,1,1943,8,28
30.74,40.71,21.81,6.18,30.46,1,1943,8,29
30.38,40.71,22.41,6.21,30.71,1,1943,8,30
31.01,39.11,24.61,4.74,30.46,1,1943,8,31
30.12,40.71,22.41,5.76,28.81,1,1943,9,1
29.33,37.91,23.01,5.18,28.56,1,1943,9,2
29.1,38.51,21.31,5.58,27.41,1,1943,9,3
27.85,37.91,19.11,5.96,27.16,1,1943,9,4
29.79,38.51,21.31,6.06,30.46,1,1943,9,5
30.78,38.51,22.41,5.33,32.41,1,1943,9,6
30.08,37.91,21.81,5.05,30.71,1,1943,9,7
26.6,33.51,21.31,4.18,24.91,1,1943,9,8
27.11,34.11,21.31,4.45,27.71,1,1943,9,9
26.23,32.91,20.71,3.99,25.46,1,1943,9,10
25.47,31.31,19.61,4.13,26.26,1,1943,9,11
23.13,30.21,17.41,3.96,22.11,1,1943,9,12
22.88,28.51,18.01,3.47,21.86,2,1943,9,13
21.91,26.81,18.51,3.0,21.01,2,1943,9,14
21.99,29.11,16.31,4.17,21.31,2,1943,9,15
23.08,31.31,15.71,5.24,22.41,1,1943,9,16
23.62,31.31,17.41,4.52,22.71,1,1943,9,17
20.9,25.71,16.91,3.17,19.61,2,1943,9,18
20.34,24.61,16.31,2.66,19.91,2,1943,9,19
19.99,26.31,15.71,3.37,19.36,2,1943,9,20
20.17,26.81,16.31,3.32,18.51,2,1943,9,21
19.86,27.41,13.51,4.35,19.66,2,1943,9,22
21.28,26.81,16.91,3.68,20.71,2,1943,9,23
20.07,26.31,15.71,3.31,19.36,2,1943,9,24
19.06,25.71,15.71,2.34,18.51,2,1943,9,25
19.69,25.21,15.21,3.18,19.11,2,1943,9,26
17.99,24.11,14.61,2.96,16.61,2,1943,9,27
19.06,27.41,11.91,5.17,18.51,2,1943,9,28
20.72,29.61,13.01,5.57,21.01,2,1943,9,29
22.35,31.31,14.11,5.84,22.11,1,1943,9,30
23.33,31.81,15.21,4.92,23.26,1,1943,10,1
23.18,29.61,18.01,3.81,21.56,1,1943,10,2
22.27,26.81,18.01,3.29,22.41,2,1943,10,3
24.69,30.21,20.21,3.31,24.36,1,1943,10,4
26.48,32.91,21.31,3.4,26.31,1,1943,10,5
24.18,29.61,19.11,3.2,23.26,2,1943,10,6
20.24,25.71,15.71,3.33,19.36,2,1943,10,7
16.54,19.11,15.21,1.26,16.31,2,1943,10,8
16.68,21.31,13.51,2.7,16.61,2,1943,10,9
18.33,25.21,11.91,4.66,18.56,2,1943,10,10
20.86,29.61,13.51,5.3,20.71,2,1943,10,11
22.64,31.31,14.61,5.51,22.41,1,1943,10,12
23.3,31.31,17.41,4.94,23.26,1,1943,10,13
21.89,30.21,16.31,4.62,20.46,2,1943,10,14
20.44,25.71,17.41,2.82,19.11,2,1943,10,15
18.72,25.71,13.01,3.98,18.26,2,1943,10,16
18.25,22.41,14.61,2.25,18.56,2,1943,10,17
18.46,22.41,15.21,2.43,17.71,2,1943,10,18
18.12,25.21,11.31,4.49,18.26,2,1943,10,19
19.76,28.51,11.91,5.12,18.81,2,1943,10,20
20.77,29.11,14.11,4.79,20.71,2,1943,10,21
20.06,26.81,14.11,4.45,18.26,2,1943,10,22
19.3,25.21,14.11,3.77,18.56,2,1943,10,23
18.65,25.71,15.21,2.93,17.16,2,1943,10,24
16.12,22.41,10.21,4.02,15.16,2,1943,10,25
16.19,24.11,9.61,4.62,15.16,2,1943,10,26
17.79,25.21,8.01,5.89,19.36,2,1943,10,27
18.07,25.71,10.71,5.0,18.51,2,1943,10,28
19.68,30.21,10.21,6.36,19.06,2,1943,10,29
23.03,31.81,15.71,6.09,22.16,1,1943,10,30
18.6,23.01,15.71,2.45,17.71,2,1943,10,31
20.26,25.21,15.71,3.27,19.91,2,1943,11,1
18.34,24.11,15.71,2.4,17.71,2,1943,11,2
16.73,24.11,11.31,4.19,15.46,2,1943,11,3
15.78,23.01,10.21,4.29,14.61,2,1943,11,4
12.82,18.51,7.41,3.13,12.71,2,1943,11,5
13.91,22.41,6.91,5.49,13.81,2,1943,11,6
15.43,25.21,5.81,5.73,15.16,2,1943,11,7
16.69,25.71,7.41,6.25,16.86,2,1943,11,8
16.81,25.71,8.01,6.1,17.16,2,1943,11,9
17.97,29.61,9.61,6.49,16.01,2,1943,11,10
15.5,24.11,6.91,5.28,14.91,2,1943,11,11
14.69,23.01,8.01,5.01,13.01,2,1943,11,12
14.89,23.51,6.91,5.71,14.36,2,1943,11,13
15.05,23.51,8.01,5.46,13.26,2,1943,11,14
13.31,20.21,6.91,4.45,12.71,2,1943,11,15
13.24,18.51,10.21,2.54,11.91,2,1943,11,16
11.46,18.01,6.31,4.2,10.46,2,1943,11,17
9.81,17.41,3.51,4.76,9.36,2,1943,11,18
9.48,10.71,7.41,0.91,9.11,2,1943,11,19
7.96,13.51,3.01,3.15,8.01,2,1943,11,20
6.22,8.51,1.91,1.9,6.91,2,1943,11,21
9.33,13.51,5.81,2.42,9.36,2,1943,11,22
9.94,15.71,4.61,3.57,8.51,2,1943,11,23
9.12,18.01,1.91,5.0,8.51,2,1943,11,24
9.56,19.11,1.91,5.55,8.26,2,1943,11,25
9.49,18.51,1.31,5.61,9.06,2,1943,11,26
11.39,21.31,3.01,5.83,11.06,2,1943,11,27
12.43,19.61,5.81,4.69,13.26,2,1943,11,28
13.53,21.31,6.91,4.37,12.46,2,1943,11,29
12.99,19.11,8.01,3.8,12.16,2,1943,11,30
13.76,21.81,5.81,5.24,13.26,2,1943,12,1
14.35,21.81,8.51,4.64,12.96,2,1943,12,2
11.41,17.41,5.21,3.51,11.31,2,1943,12,3
11.31,18.01,6.91,2.77,11.61,2,1943,12,4
10.76,13.01,9.11,1.15,10.21,2,1943,12,5
10.81,15.21,7.41,2.34,10.16,2,1943,12,6
10.69,15.71,6.31,2.84,10.21,2,1943,12,7
10.53,12.41,9.61,0.68,10.21,2,1943,12,8
9.71,13.01,8.01,1.45,9.11,2,1943,12,9
10.14,15.21,5.81,2.94,9.61,2,1943,12,10
10.54,16.31,5.21,3.75,10.76,2,1943,12,11
10.74,17.41,4.61,4.12,10.71,2,1943,12,12
10.85,14.11,6.91,1.94,10.71,2,1943,12,13
7.77,14.11,3.51,3.37,6.91,2,1943,12,14
9.28,14.61,5.21,2.92,9.11,2,1943,12,15
9.89,15.71,5.21,3.56,9.11,2,1943,12,16
7.41,7.41,7.41,0.0,7.41,2,1943,12,17
11.14,18.51,4.61,4.5,10.71,2,1943,12,18
12.62,20.71,5.21,5.03,12.16,2,1943,12,19
12.64,20.71,5.81,4.67,12.41,2,1943,12,20
12.09,20.71,6.31,4.55,11.31,2,1943,12,21
9.33,14.11,5.81,2.66,8.51,2,1943,12,22
12.61,19.61,6.31,4.31,13.51,2,1943,12,23
11.99,14.61,8.51,1.72,11.91,2,1943,12,24
10.24,14.61,6.91,2.12,9.36,2,1943,12,25
9.56,18.01,5.21,3.55,9.36,2,1943,12,26
9.44,15.21,4.11,3.27,9.36,2,1943,12,27
10.14,14.61,5.81,2.94,10.21,2,1943,12,28
10.85,18.51,4.61,4.48,10.71,2,1943,12,29
11.76,17.41,7.41,3.43,12.16,2,1943,12,30
10.66,17.41,5.21,3.79,10.21,2,1943,12,31
9.99,19.61,3.51,5.42,8.56,2,1944,1,1
9.49,20.71,1.91,6.09,8.26,2,1944,1,2
9.62,20.21,1.31,6.45,8.81,2,1944,1,3
10.02,19.11,1.91,6.22,9.36,2,1944,1,4
9.61,18.51,1.91,5.9,8.81,2,1944,1,5
9.33,20.21,1.31,5.82,7.71,2,1944,1,6
10.69,19.61,2.41,6.12,10.76,2,1944,1,7
10.99,15.71,8.01,2.58,9.91,2,1944,1,8
11.59,16.91,7.41,3.55,10.21,2,1944,1,9
12.11,18.51,7.41,3.79,10.21,2,1944,1,10
12.11,18.51,6.31,4.06,11.91,2,1944,1,11
12.5,19.11,6.91,4.34,10.21,2,1944,1,12
12.36,20.21,5.21,4.75,11.91,2,1944,1,13
12.74,21.81,5.21,5.61,12.71,2,1944,1,14
12.93,22.41,5.21,5.65,11.86,2,1944,1,15
12.28,21.81,4.11,5.66,11.31,2,1944,1,16
10.88,21.31,4.11,5.46,9.66,2,1944,1,17
11.54,19.61,4.11,5.05,10.76,2,1944,1,18
10.76,18.51,3.51,4.92,9.36,2,1944,1,19
11.19,20.21,3.01,5.55,11.06,2,1944,1,20
10.37,23.01,1.91,6.55,9.36,2,1944,1,21
11.42,20.71,4.11,5.66,12.16,2,1944,1,22
12.14,19.61,7.41,4.06,10.21,2,1944,1,23
10.01,18.01,3.01,5.19,8.51,2,1944,1,24
9.66,17.41,2.41,4.62,8.81,2,1944,1,25
10.16,19.11,1.91,5.86,10.76,2,1944,1,26
12.75,21.81,4.61,5.93,11.91,2,1944,1,27
13.57,22.41,8.51,4.4,12.16,2,1944,1,28
13.49,21.31,5.81,5.3,11.86,2,1944,1,29
12.12,21.31,3.51,5.73,12.16,2,1944,1,30
13.11,21.31,6.31,4.82,13.26,2,1944,1,31
13.01,21.81,4.61,5.83,12.41,2,1944,2,1
13.46,23.01,4.61,6.11,12.96,2,1944,2,2
13.53,23.01,4.61,6.03,13.81,2,1944,2,3
14.89,25.21,6.31,5.98,13.56,2,1944,2,4
15.61,25.71,7.41,6.65,16.01,2,1944,2,5
17.1,25.71,9.61,4.85,15.76,2,1944,2,6
16.65,25.71,9.61,5.74,14.66,2,1944,2,7
16.51,21.81,12.41,3.35,15.16,2,1944,2,8
16.26,26.31,5.81,6.72,17.41,2,1944,2,9
18.46,26.81,11.31,5.43,18.26,2,1944,2,10
18.66,28.01,11.91,5.53,16.86,2,1944,2,11
14.29,19.61,9.11,3.54,13.51,2,1944,2,12
11.25,15.71,8.51,2.3,10.46,2,1944,2,13
10.26,16.91,4.11,4.14,10.21,2,1944,2,14
10.24,17.41,3.51,4.27,9.91,2,1944,2,15
11.26,19.61,3.01,5.49,11.01,2,1944,2,16
12.79,21.81,5.21,5.4,11.86,2,1944,2,17
10.88,16.91,4.61,4.31,10.71,2,1944,2,18
10.59,15.71,6.31,3.01,9.61,2,1944,2,19
9.2,16.31,1.91,4.71,9.66,2,1944,2,20
8.72,15.71,1.91,4.41,8.01,2,1944,2,21
9.39,16.91,1.91,5.02,11.61,2,1944,2,22
12.63,16.91,6.31,2.69,12.41,2,1944,2,23
7.14,11.91,3.01,2.2,6.61,2,1944,2,24
9.45,14.11,5.21,3.23,10.21,2,1944,2,25
10.34,13.51,9.11,1.44,9.61,2,1944,2,26
12.17,16.91,8.01,3.0,12.41,2,1944,2,27
11.08,13.51,9.11,1.17,11.31,2,1944,2,28
9.76,13.01,8.01,1.41,9.61,2,1944,2,29
11.14,15.71,8.01,2.77,9.91,2,1944,3,1
12.03,21.31,3.01,6.06,11.86,2,1944,3,2
14.73,20.71,9.11,3.75,14.61,2,1944,3,3
15.57,20.21,12.41,2.3,15.46,2,1944,3,4
16.44,22.41,12.41,3.2,15.16,2,1944,3,5
16.24,21.81,13.01,3.07,15.46,2,1944,3,6
14.44,20.21,10.71,3.02,13.26,2,1944,3,7
11.38,17.41,5.81,3.64,10.46,2,1944,3,8
9.16,12.41,5.21,2.38,9.61,2,1944,3,9
10.85,16.91,4.61,3.96,10.46,2,1944,3,10
12.08,18.01,6.31,4.03,12.16,2,1944,3,11
11.44,18.51,6.91,2.97,10.71,2,1944,3,12
12.04,18.51,4.61,4.62,11.86,2,1944,3,13
12.39,19.11,6.31,4.01,12.41,2,1944,3,14
14.11,23.51,5.81,5.34,14.36,2,1944,3,15
15.57,24.61,8.01,5.6,15.16,2,1944,3,16
17.99,27.41,9.11,5.97,17.96,2,1944,3,17
18.44,26.81,10.21,5.63,17.71,2,1944,3,18
19.9,29.11,10.71,6.11,21.01,2,1944,3,19
21.07,30.71,12.41,5.87,20.76,2,1944,3,20
19.49,26.81,13.01,4.7,18.26,2,1944,3,21
17.1,24.11,11.91,4.21,15.21,2,1944,3,22
14.04,18.51,11.31,2.07,13.51,2,1944,3,23
16.11,23.51,10.21,4.36,15.21,2,1944,3,24
18.5,27.41,10.71,5.77,19.91,2,1944,3,25
22.26,31.81,13.51,6.15,23.01,1,1944,3,26
19.79,28.51,12.41,5.25,18.01,2,1944,3,27
19.77,29.61,11.91,5.88,18.26,2,1944,3,28
16.75,23.51,10.71,4.02,16.01,2,1944,3,29
16.76,23.51,10.21,4.31,17.16,2,1944,3,30
19.23,28.01,11.91,5.44,19.36,2,1944,3,31
22.41,32.91,13.01,6.82,21.31,1,1944,4,1
20.74,26.81,14.11,3.99,19.91,2,1944,4,2
20.07,26.81,14.11,4.07,19.36,2,1944,4,3
20.26,28.01,13.01,5.26,19.91,2,1944,4,4
20.51,29.61,12.41,5.53,19.61,2,1944,4,5
16.97,21.31,14.61,1.95,16.31,2,1944,4,6
16.93,23.01,10.21,3.82,17.16,2,1944,4,7
17.66,24.11,12.41,3.69,16.86,2,1944,4,8
18.49,25.71,12.41,4.31,18.26,2,1944,4,9
20.24,29.11,11.91,5.77,19.91,2,1944,4,10
21.09,29.11,13.51,5.33,19.91,2,1944,4,11
19.23,26.31,13.01,3.99,18.51,2,1944,4,12
20.26,30.71,11.31,6.62,20.16,2,1944,4,13
19.66,29.11,11.31,5.7,18.81,2,1944,4,14
16.91,24.61,10.71,4.43,15.46,2,1944,4,15
15.96,21.81,11.91,3.0,14.61,2,1944,4,16
15.85,22.41,11.31,3.74,15.46,2,1944,4,17
14.11,14.11,14.11,0.0,14.11,2,1944,4,18
18.07,25.71,10.71,5.14,18.01,2,1944,4,19
21.01,30.21,12.41,6.3,21.01,2,1944,4,20
23.43,32.91,13.51,6.59,23.56,1,1944,4,21
24.65,34.61,13.51,7.14,24.36,1,1944,4,22
25.12,33.51,16.91,5.58,24.36,1,1944,4,23
24.42,33.51,14.61,6.38,24.91,1,1944,4,24
25.35,34.11,15.71,6.11,27.11,1,1944,4,25
22.51,28.51,16.91,3.08,22.41,2,1944,4,26
21.4,29.11,14.61,4.49,19.91,2,1944,4,27
20.73,29.11,11.91,5.73,20.71,2,1944,4,28
21.54,30.21,11.91,5.87,21.56,2,1944,4,29
24.83,33.51,15.21,6.96,25.46,1,1944,4,30
26.78,35.21,16.91,6.33,26.81,1,1944,5,1
27.08,36.31,19.61,5.93,24.91,1,1944,5,2
26.02,32.41,18.51,4.84,27.41,1,1944,5,3
27.67,32.91,23.01,3.76,27.41,1,1944,5,4
27.11,34.61,18.01,6.23,25.16,1,1944,5,5
20.46,26.31,16.91,2.92,19.91,2,1944,5,6
19.98,26.81,15.21,3.98,18.81,2,1944,5,7
19.87,26.81,14.61,4.3,19.06,2,1944,5,8
20.66,30.21,11.31,6.75,19.91,2,1944,5,9
22.98,33.51,13.51,6.75,22.41,1,1944,5,10
24.69,33.51,17.41,5.58,23.81,1,1944,5,11
23.91,32.91,15.71,5.9,23.51,1,1944,5,12
