AVERAGE,MAX,MIN,STD,MEDIAN,CLUSTER,YEAR,MONTH,DAY
19.61,19.61,19.61,0.0,19.61,2,1945,8,28
19.89,23.01,18.51,1.44,19.11,2,1945,8,29
19.58,21.81,18.51,1.19,19.11,2,1945,8,30
19.38,21.31,17.41,1.13,19.11,2,1945,8,31
19.29,20.71,18.51,0.84,19.11,2,1945,9,1
19.86,23.01,18.51,1.23,19.61,2,1945,9,2
19.94,22.41,19.11,0.9,19.61,2,1945,9,3
20.08,21.31,19.11,0.86,19.91,2,1945,9,4
19.85,20.71,19.11,0.45,19.91,2,1945,9,5
20.51,22.41,19.11,1.18,20.21,2,1945,9,6
20.19,22.41,18.51,0.99,20.21,2,1945,9,7
20.31,23.01,18.51,1.15,20.21,2,1945,9,8
19.99,21.81,19.11,0.92,19.61,2,1945,9,9
19.96,21.31,18.51,0.91,19.61,2,1945,9,10
20.19,23.01,18.51,1.16,19.61,2,1945,9,11
19.97,21.81,19.11,0.73,19.61,2,1945,9,12
20.12,22.41,19.11,1.17,19.61,2,1945,9,13
19.6,21.31,18.51,0.74,19.11,2,1945,9,14
19.22,21.31,17.41,0.99,19.11,2,1945,9,15
19.63,24.11,16.91,2.17,19.61,2,1945,9,16
20.19,23.51,18.51,1.4,19.61,2,1945,9,17
20.01,23.01,18.51,1.09,19.61,2,1945,9,18
19.39,21.31,18.01,1.31,18.51,2,1945,9,19
18.83,21.31,17.41,1.28,18.51,2,1945,9,20
19.21,23.01,18.01,1.39,18.51,2,1945,9,21
19.91,23.01,18.51,1.27,19.61,2,1945,9,22
19.76,22.41,19.11,0.89,19.11,2,1945,9,23
19.75,23.01,18.51,1.24,19.36,2,1945,9,24
20.12,23.51,18.51,1.51,19.91,2,1945,9,25
20.58,24.11,18.51,1.93,19.91,2,1945,9,26
20.43,23.01,19.11,1.38,19.61,2,1945,9,27
20.67,24.11,19.11,1.65,20.21,2,1945,9,28
20.66,22.41,19.61,0.95,20.46,2,1945,9,29
20.83,22.41,19.61,0.87,20.71,2,1945,9,30
20.89,23.01,19.61,1.02,20.21,2,1945,10,1
21.83,27.41,18.51,2.61,21.01,2,1945,10,2
20.84,23.01,18.01,1.54,20.71,2,1945,10,3
21.05,23.51,19.11,1.1,20.71,2,1945,10,4
20.91,24.11,19.11,1.71,20.21,2,1945,10,5
20.29,23.51,18.51,1.38,19.91,2,1945,10,6
20.91,24.61,19.11,1.82,20.21,2,1945,10,7
20.25,23.01,18.51,1.44,19.61,2,1945,10,8
20.31,24.11,18.51,1.61,19.61,2,1945,10,9
19.87,22.41,18.01,1.26,19.66,2,1945,10,10
22.82,33.51,18.01,4.28,21.81,1,1945,10,11
23.86,35.21,19.11,4.31,22.11,1,1945,10,12
21.81,24.61,20.21,1.5,21.31,2,1945,10,13
22.1,25.71,20.21,1.65,21.01,2,1945,10,14
23.08,33.51,17.41,4.21,22.41,1,1945,10,15
24.13,33.51,19.11,4.36,23.56,1,1945,10,16
23.91,23.91,23.91,0.0,23.91,1,1961,6,1
23.91,25.01,22.81,0.9,23.91,1,1961,6,2
21.31,23.91,16.11,3.68,23.91,2,1961,6,3
22.61,26.11,17.81,3.51,23.91,1,1961,6,5
20.44,23.91,17.21,2.96,20.31,2,1961,6,6
23.91,25.01,22.81,1.1,23.91,1,1961,6,7
22.79,27.81,17.21,4.52,23.91,1,1961,6,8
24.31,30.01,16.11,5.09,25.56,1,1961,6,9
21.81,27.21,17.21,4.37,21.41,2,1961,6,10
23.49,26.11,18.91,2.75,24.46,1,1961,6,11
23.91,26.11,22.81,1.56,22.81,1,1961,6,12
23.91,25.01,22.81,0.9,23.91,1,1961,6,13
22.13,25.01,18.91,2.31,22.81,2,1961,6,14
25.01,25.01,25.01,0.0,25.01,1,1961,6,15
20.86,22.81,18.91,1.95,20.86,2,1961,6,16
22.11,23.91,18.91,1.9,22.81,2,1961,6,17
21.96,22.81,21.11,0.85,21.96,1,1961,6,18
22.79,25.01,17.81,2.91,25.01,1,1961,6,19
26.54,32.21,20.01,4.84,26.96,1,1961,6,20
27.61,30.01,25.01,2.05,27.81,1,1961,6,21
25.94,27.81,25.01,1.32,25.01,1,1961,6,22
22.79,27.21,17.81,3.61,23.06,1,1961,6,23
24.74,27.81,18.91,3.43,26.11,1,1961,6,24
24.35,28.91,17.81,4.01,25.01,1,1961,6,25
22.51,27.21,17.81,3.76,22.51,1,1961,6,26
25.01,27.21,22.81,1.74,25.01,1,1961,6,27
22.13,25.01,17.81,2.84,22.81,2,1961,6,28
24.28,25.01,23.91,0.52,23.91,1,1961,6,29
22.79,25.01,20.01,1.9,23.91,1,1961,6,30
26.11,26.11,26.11,0.0,26.11,1,1961,7,1
23.06,23.91,22.21,0.85,23.06,1,1961,7,2
24.31,26.11,21.11,1.9,25.01,1,1961,7,3
24.19,27.81,21.11,2.38,23.91,1,1961,7,4
22.21,22.21,22.21,0.0,22.21,1,1961,7,5
25.14,32.21,18.91,5.04,24.71,1,1961,7,6
25.71,27.81,22.21,2.32,26.41,1,1961,7,7
28.91,31.11,27.81,1.56,27.81,1,1961,7,8
23.91,28.91,20.01,3.72,22.81,1,1961,7,9
28.76,36.12,22.21,6.3,28.36,1,1961,7,10
26.96,33.91,22.21,4.79,25.86,1,1961,7,11
32.51,33.91,31.11,1.4,32.51,1,1961,7,12
26.68,30.01,21.11,3.96,28.91,1,1961,7,13
28.71,32.21,22.81,4.2,31.11,1,1961,7,14
29.47,35.02,23.91,5.56,29.47,1,1961,7,15
27.51,31.11,23.91,3.1,27.51,1,1961,7,16
24.67,28.91,20.01,3.49,26.11,1,1961,7,17
26.66,27.21,26.11,0.55,26.66,1,1961,7,18
28.06,28.91,27.21,0.85,28.06,1,1961,7,19
24.04,27.81,20.01,3.09,24.16,1,1961,7,20
26.11,27.81,22.21,2.26,27.21,1,1961,7,21
22.98,26.11,20.01,2.49,22.81,1,1961,7,22
25.71,30.01,20.01,3.74,26.41,1,1961,7,23
25.01,30.01,18.91,4.24,27.21,1,1961,7,24
23.91,25.01,22.81,0.9,23.91,1,1961,7,25
26.11,27.21,25.01,1.1,26.11,1,1961,7,26
32.21,32.21,32.21,0.0,32.21,1,1961,7,27
25.01,28.91,21.11,3.39,25.01,1,1961,7,28
25.58,27.81,22.81,2.08,26.11,1,1961,7,29
26.11,27.21,25.01,1.1,26.11,1,1961,7,30
26.11,26.11,26.11,0.0,26.11,1,1961,7,31
24.86,27.21,21.11,2.3,25.56,1,1961,8,1
26.11,27.21,25.01,0.9,26.11,1,1961,8,2
25.01,27.81,21.11,2.46,25.56,1,1961,8,3
26.31,27.81,25.01,1.15,26.11,1,1961,8,4
27.21,27.21,27.21,0.0,27.21,1,1961,8,5
24.16,27.21,21.11,3.05,24.16,1,1961,8,6
27.36,31.11,23.91,2.55,27.21,1,1961,8,7
24.16,27.21,20.01,3.15,24.71,1,1961,8,8
24.31,28.91,21.11,3.35,23.61,1,1961,8,9
27.51,28.91,26.11,1.4,27.51,1,1961,8,10
25.01,27.81,21.11,2.46,25.56,1,1961,8,11
24.44,27.21,18.91,3.91,27.21,1,1961,8,12
24.86,27.21,22.21,1.77,25.01,1,1961,8,13
24.44,27.21,20.01,3.17,26.11,1,1961,8,14
23.23,27.21,20.01,2.61,22.81,1,1961,8,15
28.91,30.01,27.81,1.1,28.91,1,1961,8,16
41.68,42.81,40.01,1.2,42.21,1,1961,8,17
31.88,32.81,30.01,1.32,32.81,1,1961,8,18
23.61,27.21,20.01,3.6,23.61,1,1961,8,19
23.61,27.21,20.01,2.73,23.61,1,1961,8,20
26.31,27.81,25.01,1.15,26.11,1,1961,8,21
25.35,28.91,21.11,2.96,26.11,1,1961,8,22
26.56,27.81,22.81,2.17,27.81,1,1961,8,23
28.91,35.01,22.81,4.38,28.91,1,1961,8,24
28.06,37.22,23.91,5.46,25.56,1,1961,8,25
25.56,27.21,23.91,1.65,25.56,1,1961,8,26
26.69,32.81,21.11,3.97,27.81,1,1961,8,27
26.88,28.91,23.91,2.15,27.81,1,1961,8,28
32.21,32.21,32.21,0.0,32.21,1,1961,8,29
30.86,32.81,28.91,1.95,30.86,1,1961,8,30
28.06,32.21,20.01,4.98,30.01,1,1961,8,31
26.01,32.21,20.01,4.05,26.11,1,1961,9,1
26.96,31.11,20.01,4.18,28.36,1,1961,9,2
29.16,31.11,27.21,1.95,29.16,1,1961,9,3
26.48,32.21,20.01,5.01,27.21,1,1961,9,4
25.99,32.21,20.01,4.53,25.86,1,1961,9,5
25.23,30.01,20.01,3.48,26.11,1,1961,9,6
25.38,27.81,21.11,3.03,27.21,1,1961,9,7
25.29,27.81,22.21,2.04,25.56,1,1961,9,8
24.08,26.11,22.21,1.6,23.91,1,1961,9,9
24.86,27.21,22.21,1.94,25.01,1,1961,9,10
25.01,27.81,20.01,3.54,27.21,1,1961,9,11
26.84,27.21,26.11,0.52,27.21,1,1961,9,12
27.61,28.91,25.01,1.84,28.91,1,1961,9,13
26.96,30.01,20.01,4.11,28.91,1,1961,9,14
27.61,35.01,20.01,6.13,27.81,1,1961,9,15
37.21,42.21,32.21,5.0,37.21,1,1961,9,16
26.23,30.01,22.81,2.58,27.21,1,1961,9,17
25.01,28.91,21.11,2.75,26.11,1,1961,9,18
24.44,27.21,21.11,2.52,25.01,1,1961,9,19
23.49,26.11,20.01,2.33,23.91,1,1961,9,20
24.81,26.11,22.21,1.84,26.11,1,1961,9,21
27.81,27.81,27.81,0.0,27.81,1,1961,9,22
23.49,25.01,20.01,2.06,24.46,1,1961,9,23
25.01,26.11,23.91,0.9,25.01,1,1961,9,24
23.89,27.21,21.11,2.39,23.61,1,1961,9,25
25.13,28.91,18.91,3.84,26.11,1,1961,9,26
22.21,22.21,22.21,0.0,22.21,1,1961,9,27
24.08,30.01,21.11,4.2,21.11,1,1961,9,28
23.91,25.01,22.81,1.1,23.91,1,1961,9,29
26.11,26.11,26.11,0.0,26.11,1,1961,9,30
24.46,25.01,23.91,0.55,24.46,1,1961,10,1
22.94,23.91,21.11,1.15,23.36,1,1961,10,2
24.28,25.01,23.91,0.52,23.91,1,1961,10,3
22.24,23.91,20.01,1.64,22.81,2,1961,10,4
22.24,25.01,18.91,2.52,22.81,2,1961,10,5
23.36,23.91,22.81,0.55,23.36,1,1961,10,6
22.81,22.81,22.81,0.0,22.81,1,1961,10,7
22.35,25.01,18.91,1.97,22.81,2,1961,10,8
22.79,26.11,18.91,2.51,23.91,2,1961,10,9
24.08,27.21,21.11,2.49,23.91,1,1961,10,10
24.44,27.21,20.01,3.17,26.11,1,1961,10,11
20.01,20.01,20.01,0.0,20.01,2,1961,10,12
25.38,30.01,20.01,4.12,26.11,1,1961,10,13
23.49,26.11,20.01,2.2,23.91,1,1961,10,14
24.08,27.21,20.01,3.01,25.01,1,1961,10,15
21.57,23.91,17.81,2.36,22.21,2,1961,10,16
23.06,23.91,22.21,0.85,23.06,1,1961,10,17
20.56,22.21,18.91,1.65,20.56,2,1961,10,18
20.94,23.91,17.81,2.49,21.11,2,1961,10,19
20.99,23.91,17.21,2.99,21.41,2,1961,10,20
23.36,23.91,22.81,0.55,23.36,1,1961,10,21
21.68,23.91,18.91,2.08,22.21,2,1961,10,22
22.98,23.91,22.21,0.7,22.81,1,1961,10,23
21.96,23.91,18.91,1.86,22.51,2,1961,10,24
29.64,35.01,22.81,5.09,31.11,1,1961,10,25
22.61,22.81,22.21,0.28,22.81,1,1961,10,26
26.96,32.81,22.21,4.18,26.41,1,1961,10,27
31.11,31.11,31.11,0.0,31.11,1,1961,10,28
20.01,20.01,20.01,0.0,20.01,2,1961,10,29
21.11,22.21,20.01,1.1,21.11,2,1961,10,30
20.99,22.81,18.91,1.59,21.11,2,1961,10,31
21.54,22.81,20.01,1.07,21.66,2,1961,11,1
21.26,23.91,17.81,2.23,21.66,2,1961,11,2
21.26,22.81,18.91,1.49,21.66,2,1961,11,3
21.11,22.21,20.01,1.1,21.11,2,1961,11,4
20.01,22.21,17.81,1.8,20.01,2,1961,11,5
21.31,22.81,18.91,1.71,22.21,2,1961,11,6
21.11,22.21,20.01,0.9,21.11,2,1961,11,7
21.26,23.91,18.91,1.77,21.11,2,1961,11,8
20.94,23.91,17.81,2.49,21.11,2,1961,11,9
22.41,23.91,21.11,1.15,22.21,1,1961,11,10
20.44,22.81,17.81,1.81,20.56,2,1961,11,11
20.84,22.21,18.91,1.2,21.11,2,1961,11,12
20.56,22.21,17.81,1.82,21.11,2,1961,11,13
19.19,22.81,16.11,2.51,18.91,2,1961,11,14
20.29,22.81,16.11,2.51,21.11,2,1961,11,15
21.66,22.21,21.11,0.55,21.66,1,1961,11,16
21.11,23.91,16.11,2.97,22.21,2,1961,11,17
19.31,22.21,16.11,2.46,19.46,2,1961,11,18
20.16,23.91,17.81,2.55,19.46,2,1961,11,19
21.26,23.91,18.91,1.77,21.11,2,1961,11,20
20.29,23.91,16.11,3.01,20.56,2,1961,11,21
20.71,23.91,16.11,3.01,21.41,2,1961,11,22
20.84,23.91,17.21,2.38,21.11,2,1961,11,23
21.69,25.01,16.11,3.34,22.81,2,1961,11,24
21.31,22.81,18.91,1.71,22.21,2,1961,11,25
19.19,22.81,13.91,3.61,20.01,2,1961,11,26
20.29,22.21,17.81,1.63,20.56,2,1961,11,27
18.76,21.11,17.21,1.49,18.36,2,1961,11,28
18.23,21.11,15.01,2.31,18.91,2,1961,11,29
18.76,21.11,15.01,2.3,19.46,2,1961,11,30
16.31,20.01,13.91,2.65,15.01,2,1961,12,1
20.01,22.21,18.91,1.56,18.91,2,1961,12,2
22.23,27.21,15.01,4.0,22.81,2,1961,12,3
24.31,27.81,17.21,4.23,26.11,1,1961,12,4
19.46,23.91,13.91,3.9,20.01,2,1961,12,5
21.68,25.01,15.01,4.71,25.01,1,1961,12,6
20.01,26.11,15.01,4.62,19.46,2,1961,12,7
17.94,23.91,11.11,5.53,18.36,2,1961,12,8
20.74,25.01,15.01,4.21,22.21,2,1961,12,9
17.98,21.11,15.01,2.49,17.81,2,1961,12,10
19.28,22.81,13.91,3.86,21.11,2,1961,12,11
21.11,26.11,13.91,4.45,22.21,2,1961,12,12
21.14,27.81,12.81,6.24,22.81,2,1961,12,13
20.01,26.11,12.81,5.49,21.11,2,1961,12,14
21.68,27.81,12.21,6.79,25.01,2,1961,12,15
22.81,22.81,22.81,0.0,22.81,1,1961,12,16
18.14,22.21,12.21,4.29,20.01,2,1961,12,17
16.54,22.21,8.91,5.12,17.51,2,1961,12,18
19.86,22.21,15.01,2.84,21.11,2,1961,12,19
18.18,22.81,12.81,4.12,18.91,2,1961,12,20
17.04,21.11,12.81,3.39,17.21,2,1961,12,21
22.04,23.91,20.01,1.6,22.21,2,1961,12,22
18.49,22.81,11.11,4.41,20.01,2,1961,12,23
19.46,22.81,12.21,4.34,21.41,2,1961,12,24
18.49,22.81,12.21,3.89,19.46,2,1961,12,25
15.38,22.81,11.11,5.28,12.21,2,1961,12,26
21.68,22.81,20.01,1.2,22.21,2,1961,12,27
20.01,21.11,18.91,0.9,20.01,2,1961,12,28
17.61,22.81,12.21,4.33,17.81,2,1961,12,29
20.44,25.01,13.91,4.16,21.41,2,1961,12,30
17.24,20.01,12.81,3.17,18.91,2,1961,12,31
16.51,17.81,13.91,1.84,17.81,2,1962,1,1
15.74,17.21,15.01,1.04,15.01,2,1962,1,2
19.46,20.01,18.91,0.55,19.46,2,1962,1,3
17.41,21.11,12.21,3.79,18.91,2,1962,1,4
20.01,22.21,17.81,1.8,20.01,2,1962,1,5
20.74,26.11,16.11,4.12,20.01,2,1962,1,6
18.71,23.91,11.11,5.49,21.11,2,1962,1,7
19.46,23.91,15.01,4.45,19.46,2,1962,1,8
19.08,22.21,15.01,3.01,20.01,2,1962,1,9
18.34,21.11,13.91,3.17,20.01,2,1962,1,10
20.01,20.01,20.01,0.0,20.01,2,1962,1,11
19.08,21.11,15.01,2.88,21.11,2,1962,1,12
17.24,22.21,12.81,3.39,16.96,2,1962,1,13
16.11,21.11,12.21,3.72,15.01,2,1962,1,14
24.64,32.81,18.91,5.93,22.21,1,1962,1,15
17.94,22.81,13.91,4.07,17.51,2,1962,1,16
17.98,21.11,12.81,3.68,20.01,2,1962,1,17
20.38,21.11,18.91,1.04,21.11,2,1962,1,18
15.58,18.91,12.81,2.52,15.01,2,1962,1,19
20.21,27.81,12.81,6.13,20.01,2,1962,1,20
16.88,18.91,13.91,2.15,17.81,2,1962,1,21
17.94,21.11,12.81,3.19,18.91,2,1962,1,22
17.51,20.01,15.01,2.5,17.51,2,1962,1,23
17.41,21.11,12.21,3.79,18.91,2,1962,1,24
23.91,23.91,23.91,0.0,23.91,1,1962,1,25
17.13,22.81,10.01,4.86,20.01,2,1962,1,26
16.69,23.91,12.81,3.97,15.01,2,1962,1,27
19.79,25.01,12.21,4.35,20.01,2,1962,1,28
16.96,20.01,11.11,3.47,18.36,2,1962,1,29
17.24,21.11,8.91,4.99,19.46,2,1962,1,30
15.74,20.01,12.21,3.23,15.01,2,1962,1,31
17.24,20.01,11.11,3.65,18.91,2,1962,2,1
16.54,22.81,12.21,4.04,15.56,2,1962,2,2
17.41,17.81,17.21,0.28,17.21,2,1962,2,3
15.01,21.11,10.01,4.62,14.46,2,1962,2,4
18.63,23.91,10.01,5.48,20.31,2,1962,2,5
18.61,22.21,10.01,5.05,21.11,2,1962,2,6
17.66,23.92,12.81,4.95,16.96,2,1962,2,7
18.06,18.91,17.21,0.85,18.06,2,1962,2,8
16.31,17.81,13.91,1.71,17.21,2,1962,2,9
11.11,11.11,11.11,0.0,11.11,2,1962,2,10
15.74,18.91,11.11,3.35,17.21,2,1962,2,11
14.31,18.91,10.01,3.82,14.16,2,1962,2,12
17.64,22.21,11.11,4.16,18.61,2,1962,2,13
14.04,20.01,8.91,4.7,13.61,2,1962,2,14
16.11,22.21,10.01,4.98,16.11,2,1962,2,15
17.24,25.01,8.91,5.97,17.52,2,1962,2,16
18.21,21.11,13.91,2.75,18.91,2,1962,2,17
18.91,21.11,17.81,1.35,18.36,2,1962,2,18
15.29,21.11,7.81,5.51,16.11,2,1962,2,19
16.66,21.11,12.21,4.45,16.66,2,1962,2,20
14.44,21.11,10.01,4.8,12.21,2,1962,2,21
12.66,20.01,7.81,5.16,11.41,2,1962,2,22
16.01,21.11,8.91,5.09,17.81,2,1962,2,23
18.91,30.01,8.91,8.65,17.81,2,1962,2,24
17.09,21.11,12.21,3.33,17.51,2,1962,2,25
19.16,22.21,12.21,4.11,21.11,2,1962,2,26
19.23,22.21,15.01,2.56,20.01,2,1962,2,27
20.38,22.81,17.21,2.34,21.11,2,1962,2,28
19.31,22.21,15.01,2.64,20.01,2,1962,3,1
19.08,25.01,12.21,5.27,20.01,2,1962,3,2
20.57,23.91,12.81,4.14,22.21,2,1962,3,3
21.88,22.81,20.01,1.32,22.81,2,1962,3,4
17.41,22.21,13.91,3.51,16.11,2,1962,3,5
16.54,26.11,10.01,6.51,15.01,2,1962,3,6
21.54,23.91,17.21,2.57,22.51,2,1962,3,7
20.21,22.81,15.01,3.68,22.81,2,1962,3,8
19.59,22.21,16.11,2.2,20.01,2,1962,3,9
18.49,20.01,15.01,2.06,19.46,2,1962,3,10
20.58,22.81,18.91,1.64,20.01,2,1962,3,11
20.74,22.21,17.81,2.07,22.21,2,1962,3,12
19.31,22.21,15.01,2.64,20.01,2,1962,3,13
20.21,22.81,18.91,1.84,18.91,2,1962,3,14
19.44,22.21,16.11,2.52,20.01,2,1962,3,15
19.88,22.81,15.01,3.23,20.86,2,1962,3,16
22.04,22.81,21.11,0.7,22.21,1,1962,3,17
18.06,21.11,13.91,3.15,18.61,2,1962,3,18
18.49,22.81,12.81,3.85,19.16,2,1962,3,19
20.38,21.11,18.91,1.04,21.11,2,1962,3,20
19.31,21.11,15.01,2.52,20.56,2,1962,3,21
18.01,20.01,15.01,2.07,18.91,2,1962,3,22
18.54,18.91,17.81,0.52,18.91,2,1962,3,23
17.98,20.01,15.01,2.15,18.91,2,1962,3,24
15.71,18.91,12.81,2.46,15.56,2,1962,3,25
15.86,18.91,12.81,2.56,15.86,2,1962,3,26
16.69,21.11,12.81,3.44,16.41,2,1962,3,27
17.51,22.21,13.91,3.29,16.96,2,1962,3,28
19.81,22.21,16.11,2.65,21.11,2,1962,3,29
19.79,23.91,12.81,4.27,21.11,2,1962,3,30
24.08,27.21,20.01,3.01,25.01,1,1962,3,31
22.41,27.21,15.01,5.31,25.01,1,1962,4,2
20.56,23.91,16.11,2.81,21.11,2,1962,4,3
18.71,20.01,17.21,1.15,18.91,2,1962,4,4
19.86,21.11,16.11,2.17,21.11,2,1962,4,5
20.69,27.81,12.81,5.45,22.81,2,1962,4,6
22.79,27.21,17.21,3.6,23.36,1,1962,4,7
20.89,26.11,15.01,4.15,22.21,2,1962,4,8
22.64,27.21,18.91,2.97,22.21,2,1962,4,9
20.89,27.21,15.01,4.32,22.21,2,1962,4,10
25.67,33.91,16.11,7.07,27.21,1,1962,4,11
25.58,31.11,22.81,3.91,22.81,1,1962,4,12
21.41,27.81,15.01,5.19,21.41,2,1962,4,13
26.13,33.91,15.01,8.04,31.11,1,1962,4,14
21.84,23.91,17.81,2.37,22.81,2,1962,4,15
19.01,22.21,15.01,2.44,20.01,2,1962,4,16
18.91,21.11,17.81,1.35,18.36,2,1962,4,17
19.81,21.11,17.21,1.84,21.11,2,1962,4,18
17.35,20.01,15.01,2.03,17.81,2,1962,4,19
18.34,21.11,15.01,2.39,18.61,2,1962,4,20
19.31,21.11,16.11,1.9,20.01,2,1962,4,21
19.45,22.81,16.11,2.47,20.01,2,1962,4,22
19.67,21.11,17.21,1.77,21.11,2,1962,4,23
19.79,22.81,16.11,2.55,20.01,2,1962,4,24
19.45,22.21,16.11,2.22,20.01,2,1962,4,25
20.41,22.21,17.21,1.9,21.11,2,1962,4,26
19.11,22.21,15.01,2.95,21.11,2,1962,4,27
19.59,22.21,15.01,2.97,20.56,2,1962,4,28
18.21,21.11,13.91,2.75,18.91,2,1962,4,29
23.06,23.91,22.21,0.85,23.06,1,1962,4,30
20.23,23.91,13.91,3.55,22.21,2,1962,5,1
18.49,21.11,15.01,2.33,18.91,2,1962,5,2
20.13,22.81,15.01,3.17,22.21,2,1962,5,3
24.04,30.01,17.21,4.56,24.46,1,1962,5,4
21.81,30.01,16.11,5.2,20.56,2,1962,5,5
27.51,37.22,17.81,7.82,27.51,1,1962,5,6
29.19,37.81,17.81,8.2,30.56,1,1962,5,7
22.24,26.11,17.81,3.89,22.51,2,1962,5,8
22.41,27.21,18.91,3.51,21.11,2,1962,5,9
25.01,33.91,17.81,6.15,24.16,1,1962,5,10
25.01,32.21,17.81,5.06,23.91,1,1962,5,11
23.34,30.01,20.01,4.71,20.01,1,1962,5,12
21.13,23.91,18.91,1.9,20.01,2,1962,5,13
19.35,22.81,15.01,2.71,20.01,2,1962,5,14
19.08,22.21,15.01,3.01,20.01,2,1962,5,15
20.14,22.21,17.21,1.86,20.56,2,1962,5,16
19.59,22.21,16.11,2.33,20.01,2,1962,5,17
20.13,22.21,15.01,2.99,21.66,2,1962,5,18
20.01,22.21,17.81,1.8,20.01,2,1962,5,19
20.01,23.91,16.11,2.56,20.01,2,1962,5,20
21.89,27.81,17.21,3.48,22.21,2,1962,5,21
21.13,23.91,17.81,2.14,21.11,2,1962,5,22
19.59,21.11,17.21,1.64,20.01,2,1962,5,23
21.54,26.11,17.21,3.3,21.41,2,1962,5,24
20.29,25.01,17.21,3.11,19.46,2,1962,5,25
20.57,22.81,17.81,1.92,21.11,2,1962,5,26
20.35,22.81,16.11,2.56,21.11,2,1962,5,27
21.51,22.81,18.91,1.84,22.81,2,1962,5,28
19.45,22.21,15.01,2.67,21.11,2,1962,5,29
19.57,23.91,12.81,4.07,21.11,2,1962,5,30
18.91,23.91,15.01,3.72,17.81,2,1962,5,31
22.04,23.91,20.01,1.6,22.21,2,1962,6,1
21.69,23.91,17.81,2.32,22.51,2,1962,6,2
24.04,30.01,21.11,3.5,22.51,1,1962,6,3
19.81,22.21,16.11,2.65,21.11,2,1962,6,4
20.14,22.21,17.21,1.86,20.56,2,1962,6,5
21.45,25.01,16.11,3.16,22.21,2,1962,6,6
22.24,25.01,17.81,2.74,23.06,2,1962,6,7
22.78,26.11,20.01,2.52,22.21,2,1962,6,8
23.89,30.01,17.21,4.63,26.11,1,1962,6,9
23.67,31.11,16.11,5.47,25.01,1,1962,6,10
22.45,26.11,17.21,3.65,25.01,1,1962,6,11
22.24,23.91,18.91,2.36,23.91,1,1962,6,12
21.96,23.91,20.01,1.95,21.96,2,1962,6,13
22.98,25.01,20.01,2.15,23.91,1,1962,6,14
20.71,23.91,16.11,3.01,21.41,2,1962,6,15
21.81,25.01,17.21,3.35,22.51,2,1962,6,16
21.54,23.91,17.21,2.75,22.51,2,1962,6,17
21.91,25.01,17.81,2.64,22.81,2,1962,6,18
25.38,26.11,23.91,1.04,26.11,1,1962,6,19
21.13,23.91,17.81,2.39,21.41,2,1962,6,20
23.54,27.81,17.81,4.21,25.01,1,1962,6,21
22.51,25.01,20.01,2.5,22.51,2,1962,6,22
25.71,27.81,21.11,2.74,26.96,1,1962,6,23
21.23,25.01,17.21,3.21,20.01,2,1962,6,24
22.79,26.11,17.81,2.99,23.91,1,1962,6,25
23.34,25.01,21.11,1.64,23.91,1,1962,6,26
25.01,26.11,23.91,0.78,25.01,1,1962,6,27
23.79,27.81,18.91,3.29,25.01,1,1962,6,28
19.16,21.11,17.21,1.95,19.16,2,1962,6,29
24.08,26.11,21.11,2.15,25.01,1,1962,6,30
23.61,26.11,21.11,2.5,23.61,1,1962,7,6
23.91,25.01,22.81,1.1,23.91,1,1962,7,7
24.64,27.81,21.11,2.75,25.01,1,1962,7,8
26.11,26.11,26.11,0.0,26.11,1,1962,7,9
22.51,23.91,21.11,1.4,22.51,1,1962,7,10
23.49,27.81,18.91,4.05,23.61,1,1962,7,11
28.36,32.81,23.91,4.45,28.36,1,1962,7,12
22.51,26.11,18.91,3.6,22.51,2,1962,7,13
26.11,26.11,26.11,0.0,26.11,1,1962,7,14
20.01,22.21,17.81,2.2,20.01,2,1962,7,15
24.57,27.81,18.91,3.32,26.11,1,1962,7,16
27.79,31.11,22.21,3.34,28.91,1,1962,7,17
25.56,28.91,22.21,3.35,25.56,1,1962,7,18
28.36,28.91,27.81,0.55,28.36,1,1962,7,19
22.24,23.91,20.01,1.64,22.81,2,1962,7,20
25.01,27.81,21.11,2.46,25.56,1,1962,7,21
24.45,28.91,17.21,4.52,27.21,1,1962,7,22
24.44,30.01,21.11,3.96,22.21,1,1962,7,23
24.31,28.91,18.91,3.97,24.71,1,1962,7,24
20.01,21.11,18.91,1.1,20.01,2,1962,7,25
23.61,26.11,21.11,2.5,23.61,1,1962,7,26
23.76,25.01,21.11,1.59,24.46,1,1962,7,27
24.08,25.01,22.21,1.32,25.01,1,1962,7,28
25.56,28.91,21.11,2.81,26.11,1,1962,7,29
26.11,26.11,26.11,0.0,26.11,1,1962,7,30
26.31,30.01,22.81,2.94,26.11,1,1962,7,31
27.41,31.11,23.91,2.94,27.21,1,1962,8,1
26.31,30.01,20.01,4.48,28.91,1,1962,8,2
27.21,27.21,27.21,0.0,27.21,1,1962,8,3
23.61,25.01,22.21,1.4,23.61,1,1962,8,4
24.31,26.11,21.11,1.9,25.01,1,1962,8,5
23.76,25.01,20.01,2.17,25.01,1,1962,8,6
27.21,27.21,27.21,0.0,27.21,1,1962,8,7
24.46,27.81,21.11,3.35,24.46,1,1962,8,8
26.11,26.11,26.11,0.0,26.11,1,1962,8,9
33.61,36.11,31.11,2.5,33.61,1,1962,8,10
27.78,37.21,18.91,7.48,27.21,1,1962,8,11
21.11,21.11,21.11,0.0,21.11,2,1962,8,12
